date_time,latitude,longitude,Depth  (km),mag,Location
2023-12-06 23:34:00,8.67,126.64,18,2.4,040  km S 70° E of Marihatag (Surigao Del Sur)
2023-12-06 23:33:00,8.52,126.57,1,2.8,031  km N 57° E of Hinatuan (Surigao Del Sur)
2023-12-06 23:31:00,8.43,127.0,1,2.8,074  km N 84° E of Hinatuan (Surigao Del Sur)
2023-12-06 23:24:00,8.59,127.21,1,4.9,099  km N 75° E of Hinatuan (Surigao Del Sur)
2023-12-06 23:23:00,8.31,126.51,25,2.1,020  km S 71° E of Hinatuan (Surigao Del Sur)
2023-12-06 23:22:00,8.24,126.16,33,1.8,018  km N 79° W of City Of Bislig (Surigao Del Sur)
2023-12-06 23:17:00,8.53,126.27,21,1.9,014  km N 54° E of Tagbina (Surigao Del Sur)
2023-12-06 23:16:00,15.1,124.68,21,2.9,129  km N 25° E of Pandan (Catanduanes)
2023-12-06 23:13:00,8.67,126.52,16,1.4,029  km S 59° E of Marihatag (Surigao Del Sur)
2023-12-06 23:08:00,9.21,126.29,32,1.8,013  km S 56° E of Cortes (Surigao Del Sur)
2023-12-06 23:08:00,9.36,125.97,27,1.4,002  km S 58° E of Carrascal (Surigao Del Sur)
2023-12-06 23:03:00,13.68,120.59,109,1.6,017  km S 17° W of Calatagan (Batangas)
2023-12-06 23:02:00,8.38,126.74,33,2.6,044  km N 88° E of Hinatuan (Surigao Del Sur)
2023-12-06 22:58:00,8.3,126.53,29,1.9,022  km S 71° E of Hinatuan (Surigao Del Sur)
2023-12-06 22:53:00,8.09,125.79,24,2.5,012  km S 36° W of Loreto (Agusan Del Sur)
2023-12-06 22:52:00,8.42,127.05,1,4.9,078  km N 86° E of Hinatuan (Surigao Del Sur)
2023-12-06 22:50:00,8.81,126.47,100,2.1,019  km N 87° E of Marihatag (Surigao Del Sur)
2023-12-06 22:49:00,8.46,126.36,22,1.9,010  km N 13° E of Hinatuan (Surigao Del Sur)
2023-12-06 22:49:00,13.74,120.28,33,1.7,004  km N 47° E of Looc (Occidental Mindoro)
2023-12-06 22:47:00,8.3,127.06,15,2.4,080  km S 84° E of Hinatuan (Surigao Del Sur)
2023-12-06 22:35:00,8.99,126.94,15,3.1,071  km N 83° E of Cagwait (Surigao Del Sur)
2023-12-06 22:34:00,8.66,126.71,21,2.0,048  km S 72° E of Marihatag (Surigao Del Sur)
2023-12-06 22:31:00,8.94,126.76,18,2.9,051  km N 87° E of Cagwait (Surigao Del Sur)
2023-12-06 22:30:00,8.41,127.3,21,2.5,106  km N 87° E of Hinatuan (Surigao Del Sur)
2023-12-06 22:30:00,10.16,125.29,7,2.6,013  km S 16° E of Anahawan (Southern Leyte)
2023-12-06 22:24:00,8.42,126.41,28,2.1,010  km N 53° E of Hinatuan (Surigao Del Sur)
2023-12-06 22:22:00,8.67,126.26,12,2.0,015  km S 16° W of Marihatag (Surigao Del Sur)
2023-12-06 22:20:00,8.23,126.43,37,1.8,018  km S 36° E of Hinatuan (Surigao Del Sur)
2023-12-06 22:16:00,8.73,126.54,33,2.7,028  km S 74° E of Marihatag (Surigao Del Sur)
2023-12-06 22:09:00,8.8,126.87,2,2.8,064  km S 78° E of Cagwait (Surigao Del Sur)
2023-12-06 22:08:00,8.78,126.78,28,2.5,055  km S 74° E of Cagwait (Surigao Del Sur)
2023-12-06 22:08:00,11.29,124.61,11,2.4,004  km S 84° W of Capoocan (Leyte)
2023-12-06 22:01:00,9.22,126.71,17,2.1,054  km N 59° E of Bayabas (Surigao Del Sur)
2023-12-06 21:57:00,8.81,126.85,28,2.7,060  km N 89° E of Marihatag (Surigao Del Sur)
2023-12-06 21:55:00,8.43,126.26,29,1.8,012  km N 51° W of Hinatuan (Surigao Del Sur)
2023-12-06 21:54:00,8.19,125.95,29,1.7,005  km N 65° W of Bunawan (Agusan Del Sur)
2023-12-06 21:52:00,8.39,126.74,20,2.4,044  km N 86° E of Hinatuan (Surigao Del Sur)
2023-12-06 21:48:00,8.7,127.19,1,2.4,098  km S 83° E of Marihatag (Surigao Del Sur)
2023-12-06 21:42:00,13.53,120.31,33,1.5,021  km N 53° W of Paluan (Occidental Mindoro)
2023-12-06 21:40:00,8.23,127.03,1,3.2,071  km N 72° E of Lingig (Surigao Del Sur)
2023-12-06 21:38:00,8.39,126.63,5,2.7,032  km N 85° E of Hinatuan (Surigao Del Sur)
2023-12-06 21:33:00,8.61,126.78,155,1.9,054  km S 71° E of Marihatag (Surigao Del Sur)
2023-12-06 21:31:00,8.45,126.67,11,2.0,038  km N 75° E of Hinatuan (Surigao Del Sur)
2023-12-06 21:28:00,8.24,126.57,19,3.1,029  km S 61° E of Hinatuan (Surigao Del Sur)
2023-12-06 21:19:00,8.81,127.54,23,4.1,137  km S 85° E of Cagwait (Surigao Del Sur)
2023-12-06 21:10:00,8.49,126.79,32,1.7,051  km N 75° E of Hinatuan (Surigao Del Sur)
2023-12-06 21:06:00,8.99,126.28,22,1.8,009  km N 19° W of Cagwait (Surigao Del Sur)
2023-12-06 21:05:00,9.25,126.89,37,3.1,074  km N 65° E of Bayabas (Surigao Del Sur)
2023-12-06 21:03:00,8.42,126.6,29,2.3,030  km N 79° E of Hinatuan (Surigao Del Sur)
2023-12-06 20:55:00,8.78,127.04,27,4.0,081  km S 89° E of Marihatag (Surigao Del Sur)
2023-12-06 20:51:00,8.51,126.86,23,2.2,060  km N 75° E of Hinatuan (Surigao Del Sur)
2023-12-06 20:51:00,13.36,120.12,33,1.9,037  km S 80° W of Paluan (Occidental Mindoro)
2023-12-06 20:48:00,8.79,127.42,19,4.1,124  km S 83° E of Cagwait (Surigao Del Sur)
2023-12-06 20:41:00,8.46,126.75,7,2.1,047  km N 77° E of Hinatuan (Surigao Del Sur)
2023-12-06 20:39:00,8.53,126.79,12,2.3,054  km N 70° E of Hinatuan (Surigao Del Sur)
2023-12-06 20:33:00,8.39,126.32,29,1.3,004  km N 42° W of Hinatuan (Surigao Del Sur)
2023-12-06 20:24:00,8.77,126.92,28,2.6,068  km S 87° E of Marihatag (Surigao Del Sur)
2023-12-06 20:22:00,8.49,126.9,6,2.2,064  km N 77° E of Hinatuan (Surigao Del Sur)
2023-12-06 20:17:00,13.83,120.6,6,1.7,003  km S 84° W of Calatagan (Batangas)
2023-12-06 20:10:00,8.88,127.16,16,3.2,094  km S 87° E of Cagwait (Surigao Del Sur)
2023-12-06 20:10:00,13.74,120.55,187,3.3,014  km S 41° W of Calatagan (Batangas)
2023-12-06 20:07:00,8.38,126.32,19,2.8,002  km N 53° W of Hinatuan (Surigao Del Sur)
2023-12-06 20:04:00,8.78,126.38,21,1.4,010  km S 74° E of Marihatag (Surigao Del Sur)
2023-12-06 20:03:00,19.35,121.36,6,2.7,015  km N 52° W of Calayan (Cagayan)
2023-12-06 19:55:00,8.43,126.16,34,2.0,003  km S 06° E of Tagbina (Surigao Del Sur)
2023-12-06 19:52:00,8.71,126.24,31,1.6,005  km S 25° E of San Agustin (Surigao Del Sur)
2023-12-06 19:49:00,9.11,126.79,20,2.6,058  km N 75° E of Bayabas (Surigao Del Sur)
2023-12-06 19:48:00,8.58,126.25,24,2.4,016  km N 67° E of Barobo (Surigao Del Sur)
2023-12-06 19:44:00,17.63,121.42,33,2.1,002  km N 42° E of Pinukpuk (Kalinga)
2023-12-06 19:42:00,8.55,126.55,4,4.2,031  km N 49° E of Hinatuan (Surigao Del Sur)
2023-12-06 19:31:00,9.04,126.55,27,2.2,030  km N 75° E of Bayabas (Surigao Del Sur)
2023-12-06 19:23:00,8.64,126.5,27,1.9,028  km S 51° E of Marihatag (Surigao Del Sur)
2023-12-06 19:16:00,8.5,126.66,9,2.0,038  km N 67° E of Hinatuan (Surigao Del Sur)
2023-12-06 19:09:00,9.21,126.81,11,2.2,065  km N 60° E of Cagwait (Surigao Del Sur)
2023-12-06 19:08:00,8.26,126.62,34,2.0,033  km S 69° E of Hinatuan (Surigao Del Sur)
2023-12-06 19:06:00,8.86,126.33,95,1.5,007  km S 26° E of Cagwait (Surigao Del Sur)
2023-12-06 18:55:00,8.48,126.27,28,2.0,014  km N 30° W of Hinatuan (Surigao Del Sur)
2023-12-06 18:53:00,8.47,126.27,27,2.5,014  km N 33° W of Hinatuan (Surigao Del Sur)
2023-12-06 18:41:00,8.64,126.95,1,4.5,074  km N 66° E of Hinatuan (Surigao Del Sur)
2023-12-06 18:39:00,8.37,127.28,21,2.9,102  km N 69° E of Lingig (Surigao Del Sur)
2023-12-06 18:36:00,8.96,126.93,1,3.1,070  km N 87° E of Cagwait (Surigao Del Sur)
2023-12-06 18:33:00,8.38,127.11,2,3.9,085  km N 89° E of Hinatuan (Surigao Del Sur)
2023-12-06 18:29:00,8.33,126.42,31,1.5,010  km S 67° E of Hinatuan (Surigao Del Sur)
2023-12-06 18:24:00,8.2,126.04,17,1.7,006  km N 62° E of Bunawan (Agusan Del Sur)
2023-12-06 18:21:00,8.72,126.25,31,2.2,010  km S 31° W of Marihatag (Surigao Del Sur)
2023-12-06 18:19:00,8.19,126.66,23,1.6,040  km S 61° E of Hinatuan (Surigao Del Sur)
2023-12-06 18:17:00,9.0,126.79,24,2.3,054  km N 80° E of Cagwait (Surigao Del Sur)
2023-12-06 18:16:00,9.58,126.02,129,1.7,008  km S 52° E of Socorro (Surigao Del Norte)
2023-12-06 18:14:00,8.6,127.17,1,3.1,095  km N 74° E of Hinatuan (Surigao Del Sur)
2023-12-06 18:12:00,8.7,126.78,9,2.6,054  km S 78° E of Marihatag (Surigao Del Sur)
2023-12-06 18:07:00,8.62,126.6,19,2.5,041  km N 46° E of Hinatuan (Surigao Del Sur)
2023-12-06 18:06:00,8.75,127.06,9,1.6,083  km S 86° E of Marihatag (Surigao Del Sur)
2023-12-06 18:02:00,8.34,126.61,14,2.5,031  km S 85° E of Hinatuan (Surigao Del Sur)
2023-12-06 17:57:00,9.37,126.43,17,2.4,028  km N 68° E of Cortes (Surigao Del Sur)
2023-12-06 17:50:00,8.93,126.28,20,2.3,003  km N 65° W of Cagwait (Surigao Del Sur)
2023-12-06 17:43:00,8.55,126.66,23,2.1,040  km N 60° E of Hinatuan (Surigao Del Sur)
2023-12-06 17:34:00,8.78,126.49,12,3.4,026  km S 54° E of Cagwait (Surigao Del Sur)
2023-12-06 17:32:00,8.7,126.59,33,1.6,034  km S 71° E of Marihatag (Surigao Del Sur)
2023-12-06 17:26:00,8.66,126.96,13,2.1,074  km S 78° E of Marihatag (Surigao Del Sur)
2023-12-06 17:15:00,8.3,126.26,27,2.5,011  km S 52° W of Hinatuan (Surigao Del Sur)
2023-12-06 17:09:00,8.26,126.15,27,1.4,019  km N 64° E of Bunawan (Agusan Del Sur)
2023-12-06 17:04:00,8.75,126.23,28,2.2,009  km S 52° W of Marihatag (Surigao Del Sur)
2023-12-06 17:03:00,8.46,126.6,7,2.1,031  km N 71° E of Hinatuan (Surigao Del Sur)
2023-12-06 16:58:00,7.82,126.18,32,2.1,014  km S 89° E of Monkayo (Davao De Oro)
2023-12-06 16:45:00,9.14,126.41,22,2.5,024  km N 36° E of Bayabas (Surigao Del Sur)
2023-12-06 16:41:00,8.14,126.87,11,2.3,051  km N 78° E of Lingig (Surigao Del Sur)
2023-12-06 16:38:00,9.15,126.67,17,3.8,048  km N 58° E of Cagwait (Surigao Del Sur)
2023-12-06 16:33:00,8.8,126.63,4,4.7,039  km S 70° E of Cagwait (Surigao Del Sur)
2023-12-06 16:32:00,8.39,126.86,17,2.1,058  km N 88° E of Hinatuan (Surigao Del Sur)
2023-12-06 16:16:00,9.16,126.3,15,2.3,017  km N 56° E of City Of Tandag (Surigao Del Sur)
2023-12-06 16:15:00,8.66,126.92,11,2.4,072  km N 63° E of Hinatuan (Surigao Del Sur)
2023-12-06 16:11:00,8.42,126.61,27,2.2,030  km N 79° E of Hinatuan (Surigao Del Sur)
2023-12-06 16:09:00,8.54,126.59,35,2.5,034  km N 55° E of Hinatuan (Surigao Del Sur)
2023-12-06 16:07:00,8.78,126.73,20,2.6,050  km S 72° E of Cagwait (Surigao Del Sur)
2023-12-06 16:06:00,8.56,126.76,3,2.5,052  km N 66° E of Hinatuan (Surigao Del Sur)
2023-12-06 16:01:00,9.12,126.63,13,4.5,042  km N 58° E of Cagwait (Surigao Del Sur)
2023-12-06 15:59:00,8.41,127.0,16,3.0,073  km N 87° E of Hinatuan (Surigao Del Sur)
2023-12-06 15:52:00,8.42,126.23,32,1.3,013  km N 62° W of Hinatuan (Surigao Del Sur)
2023-12-06 15:49:00,8.79,126.61,11,1.8,037  km S 67° E of Cagwait (Surigao Del Sur)
2023-12-06 15:46:00,8.09,126.63,21,2.6,025  km N 76° E of Lingig (Surigao Del Sur)
2023-12-06 15:43:00,8.56,126.86,1,2.8,062  km N 69° E of Hinatuan (Surigao Del Sur)
2023-12-06 15:34:00,8.4,126.83,5,3.1,055  km N 86° E of Hinatuan (Surigao Del Sur)
2023-12-06 15:16:00,8.88,126.68,18,2.5,042  km S 84° E of Cagwait (Surigao Del Sur)
2023-12-06 15:02:00,8.56,126.96,1,2.6,072  km N 73° E of Hinatuan (Surigao Del Sur)
2023-12-06 14:53:00,8.49,126.3,73,3.1,014  km N 17° W of Hinatuan (Surigao Del Sur)
2023-12-06 14:46:00,8.33,126.64,29,2.1,033  km S 83° E of Hinatuan (Surigao Del Sur)
2023-12-06 14:42:00,8.33,126.82,1,2.5,053  km S 85° E of Hinatuan (Surigao Del Sur)
2023-12-06 14:38:00,9.07,125.65,9,1.9,007  km N 78° E of Remedios T. Romualdez (Agusan Del Norte)
2023-12-06 14:37:00,8.43,126.65,10,2.3,035  km N 78° E of Hinatuan (Surigao Del Sur)
2023-12-06 14:30:00,8.48,127.15,24,3.0,078  km N 81° E of Hinatuan (Surigao Del Sur)
2023-12-06 14:28:00,8.75,126.45,22,2.7,017  km S 71° E of Marihatag (Surigao Del Sur)
2023-12-06 14:25:00,8.15,126.55,23,2.1,020  km N 52° E of Lingig (Surigao Del Sur)
2023-12-06 14:19:00,19.2,121.03,9,5.0,021  km N 60° W of Dalupiri Island (Calayan) (Cagayan)
2023-12-06 14:11:00,13.89,120.43,64,1.7,023  km N 73° W of Calatagan (Batangas)
2023-12-06 14:09:00,8.33,126.85,23,2.8,056  km S 86° E of Hinatuan (Surigao Del Sur)
2023-12-06 14:03:00,8.1,126.52,22,2.2,014  km N 62° E of Lingig (Surigao Del Sur)
2023-12-06 13:51:00,8.25,126.49,16,1.8,022  km S 52° E of Hinatuan (Surigao Del Sur)
2023-12-06 13:48:00,8.89,126.49,23,2.5,021  km S 81° E of Cagwait (Surigao Del Sur)
2023-12-06 13:47:00,8.34,126.23,24,2.1,012  km S 74° W of Hinatuan (Surigao Del Sur)
2023-12-06 13:44:00,8.12,126.57,22,2.1,020  km N 64° E of Lingig (Surigao Del Sur)
2023-12-06 13:34:00,8.42,127.03,5,3.5,076  km N 86° E of Hinatuan (Surigao Del Sur)
2023-12-06 13:22:00,8.23,126.48,65,2.3,022  km S 48° E of Hinatuan (Surigao Del Sur)
2023-12-06 13:13:00,8.39,127.24,1,2.5,099  km N 89° E of Hinatuan (Surigao Del Sur)
2023-12-06 13:06:00,8.1,127.0,14,3.0,065  km N 84° E of Lingig (Surigao Del Sur)
2023-12-06 13:03:00,13.9,120.44,60,1.4,022  km N 71° W of Calatagan (Batangas)
2023-12-06 13:00:00,8.79,126.62,10,2.9,038  km S 68° E of Cagwait (Surigao Del Sur)
2023-12-06 12:56:00,8.5,126.64,23,2.9,036  km N 65° E of Hinatuan (Surigao Del Sur)
2023-12-06 12:55:00,8.26,126.23,91,1.5,017  km S 45° W of Hinatuan (Surigao Del Sur)
2023-12-06 12:53:00,8.14,126.48,38,2.3,029  km S 33° E of Hinatuan (Surigao Del Sur)
2023-12-06 12:45:00,9.08,126.93,3,1.6,071  km N 75° E of Cagwait (Surigao Del Sur)
2023-12-06 12:37:00,9.13,126.49,27,2.6,031  km N 43° E of Cagwait (Surigao Del Sur)
2023-12-06 12:34:00,8.73,126.28,33,2.2,021  km S 06° W of Cagwait (Surigao Del Sur)
2023-12-06 12:30:00,8.5,126.27,27,2.4,016  km N 27° W of Hinatuan (Surigao Del Sur)
2023-12-06 12:25:00,8.42,126.42,26,1.6,011  km N 59° E of Hinatuan (Surigao Del Sur)
2023-12-06 12:21:00,8.3,126.97,8,2.4,070  km S 84° E of Hinatuan (Surigao Del Sur)
2023-12-06 12:19:00,8.36,126.45,27,1.7,012  km S 85° E of Hinatuan (Surigao Del Sur)
2023-12-06 12:13:00,8.86,126.43,23,2.3,015  km S 65° E of Cagwait (Surigao Del Sur)
2023-12-06 12:08:00,8.42,126.53,26,2.4,022  km N 75° E of Hinatuan (Surigao Del Sur)
2023-12-06 12:05:00,7.99,126.18,33,1.8,014  km S 68° E of Trento (Agusan Del Sur)
2023-12-06 12:00:00,9.25,126.97,1,4.3,082  km N 64° E of Cagwait (Surigao Del Sur)
2023-12-06 11:54:00,8.74,126.88,1,1.9,067  km S 73° E of Cagwait (Surigao Del Sur)
2023-12-06 11:52:00,9.03,126.89,21,2.8,066  km N 79° E of Cagwait (Surigao Del Sur)
2023-12-06 11:47:00,8.75,126.83,19,2.1,061  km S 73° E of Cagwait (Surigao Del Sur)
2023-12-06 11:46:00,8.16,124.27,15,2.1,004  km N 08° W of Tagoloan (Lanao Del Norte)
2023-12-06 11:36:00,8.73,127.0,12,2.0,061  km S 65° E of Cagwait (Surigao Del Sur)
2023-12-06 11:13:00,8.66,126.69,59,2.1,050  km N 51° E of Hinatuan (Surigao Del Sur)
2023-12-06 11:10:00,9.8,126.47,17,1.6,013  km N 88° E of General Luna (Surigao Del Norte)
2023-12-06 11:01:00,8.6,126.83,1,2.8,060  km N 65° E of Hinatuan (Surigao Del Sur)
2023-12-06 10:57:00,9.24,126.34,8,2.4,017  km S 78° E of Cortes (Surigao Del Sur)
2023-12-06 10:55:00,8.66,126.67,28,2.4,049  km N 48° E of Hinatuan (Surigao Del Sur)
2023-12-06 10:49:00,9.2,126.71,15,3.2,055  km N 55° E of Cagwait (Surigao Del Sur)
2023-12-06 10:38:00,7.42,126.15,2,3.6,014  km S 04° E of New Bataan (Davao De Oro)
2023-12-06 10:36:00,8.93,126.79,13,2.8,053  km N 88° E of Cagwait (Surigao Del Sur)
2023-12-06 10:26:00,8.79,127.42,28,3.2,123  km S 83° E of Cagwait (Surigao Del Sur)
2023-12-06 10:24:00,8.7,126.97,9,2.5,077  km S 72° E of Cagwait (Surigao Del Sur)
2023-12-06 10:22:00,8.54,127.2,29,2.9,097  km N 78° E of Hinatuan (Surigao Del Sur)
2023-12-06 10:01:00,8.28,126.44,23,2.3,015  km S 51° E of Hinatuan (Surigao Del Sur)
2023-12-06 09:55:00,8.62,126.81,10,4.8,059  km N 62° E of Hinatuan (Surigao Del Sur)
2023-12-06 09:42:00,9.21,126.65,19,3.4,050  km N 50° E of Cagwait (Surigao Del Sur)
2023-12-06 09:31:00,8.45,126.77,1,2.6,049  km N 79° E of Hinatuan (Surigao Del Sur)
2023-12-06 09:26:00,9.6,126.21,40,1.5,021  km S 15° E of General Luna (Surigao Del Norte)
2023-12-06 09:24:00,8.76,127.03,2,1.7,081  km S 78° E of Cagwait (Surigao Del Sur)
2023-12-06 09:22:00,8.38,126.89,1,3.2,037  km S 82° E of Hinatuan (Surigao Del Sur)
2023-12-06 09:17:00,8.87,126.67,16,2.9,041  km S 82° E of Cagwait (Surigao Del Sur)
2023-12-06 09:16:00,8.24,125.67,26,1.5,015  km S 72° W of La Paz (Agusan Del Sur)
2023-12-06 09:14:00,9.23,125.81,24,2.4,017  km S 80° W of Madrid (Surigao Del Sur)
2023-12-06 09:13:00,8.63,126.55,22,2.3,038  km N 39° E of Hinatuan (Surigao Del Sur)
2023-12-06 09:12:00,8.4,126.3,32,1.7,006  km N 45° W of Hinatuan (Surigao Del Sur)
2023-12-06 09:05:00,8.08,125.48,67,2.1,020  km S 90° E of Cabanglasan (Bukidnon)
2023-12-06 09:02:00,8.82,127.28,14,3.2,122  km S 81° E of Cagwait (Surigao Del Sur)
2023-12-06 08:54:00,8.75,126.98,15,2.8,077  km S 76° E of Cagwait (Surigao Del Sur)
2023-12-06 08:50:00,8.75,127.06,1,3.0,086  km S 77° E of Cagwait (Surigao Del Sur)
2023-12-06 08:37:00,9.13,126.22,22,2.0,025  km N 20° W of Cagwait (Surigao Del Sur)
2023-12-06 08:34:00,8.4,126.74,4,3.1,044  km N 85° E of Hinatuan (Surigao Del Sur)
2023-12-06 08:20:00,9.08,126.97,5,2.6,075  km N 76° E of Cagwait (Surigao Del Sur)
2023-12-06 08:17:00,8.63,126.76,1,3.9,055  km N 59° E of Hinatuan (Surigao Del Sur)
2023-12-06 08:08:00,8.64,126.66,28,1.8,047  km N 50° E of Hinatuan (Surigao Del Sur)
2023-12-06 08:06:00,8.58,126.34,67,1.8,024  km N 01° W of Hinatuan (Surigao Del Sur)
2023-12-06 08:00:00,8.54,126.7,24,2.1,045  km N 64° E of Hinatuan (Surigao Del Sur)
2023-12-06 07:57:00,8.32,126.67,29,2.4,037  km S 82° E of Hinatuan (Surigao Del Sur)
2023-12-06 07:54:00,9.09,126.63,9,2.7,041  km N 63° E of Cagwait (Surigao Del Sur)
2023-12-06 07:51:00,8.46,127.49,27,3.5,128  km N 86° E of Hinatuan (Surigao Del Sur)
2023-12-06 07:44:00,9.68,126.4,28,1.9,029  km S 66° E of General Luna (Surigao Del Norte)
2023-12-06 07:44:00,13.89,120.41,66,2.2,025  km N 75° W of Calatagan (Batangas)
2023-12-06 07:39:00,8.74,126.93,4,4.5,072  km S 74° E of Cagwait (Surigao Del Sur)
2023-12-06 07:34:00,8.62,126.75,11,4.7,054  km N 59° E of Hinatuan (Surigao Del Sur)
2023-12-06 07:29:00,13.88,120.44,63,3.4,021  km N 75° W of Calatagan (Batangas)
2023-12-06 07:29:00,8.62,127.3,20,3.6,110  km N 75° E of Hinatuan (Surigao Del Sur)
2023-12-06 07:18:00,8.58,127.4,26,3.4,120  km N 79° E of Hinatuan (Surigao Del Sur)
2023-12-06 07:08:00,8.14,126.77,9,2.4,054  km S 62° E of Hinatuan (Surigao Del Sur)
2023-12-06 07:05:00,8.44,126.58,17,2.9,028  km N 73° E of Hinatuan (Surigao Del Sur)
2023-12-06 07:02:00,8.59,127.12,2,2.3,090  km N 74° E of Hinatuan (Surigao Del Sur)
2023-12-06 07:00:00,8.75,126.87,27,2.3,065  km S 74° E of Cagwait (Surigao Del Sur)
2023-12-06 06:57:00,8.73,127.18,32,2.6,099  km S 78° E of Cagwait (Surigao Del Sur)
2023-12-06 06:55:00,17.03,120.35,1,2.5,012  km S 60° W of Santa Cruz (Ilocos Sur)
2023-12-06 06:48:00,9.12,126.9,19,3.1,070  km N 71° E of Cagwait (Surigao Del Sur)
2023-12-06 06:40:00,8.51,126.93,10,2.8,067  km N 77° E of Hinatuan (Surigao Del Sur)
2023-12-06 06:37:00,9.06,127.03,1,2.9,082  km N 79° E of Cagwait (Surigao Del Sur)
2023-12-06 06:36:00,9.16,125.97,27,1.8,009  km S 32° W of Carmen (Surigao Del Sur)
2023-12-06 06:26:00,7.65,122.15,7,2.3,006  km S 13° E of Siocon (Zamboanga Del Norte)
2023-12-06 06:26:00,8.27,127.11,28,2.3,086  km S 83° E of Hinatuan (Surigao Del Sur)
2023-12-06 06:23:00,9.11,126.88,16,4.4,066  km N 72° E of Cagwait (Surigao Del Sur)
2023-12-06 06:18:00,8.48,126.56,22,1.5,028  km N 63° E of Hinatuan (Surigao Del Sur)
2023-12-06 06:16:00,8.92,126.38,23,1.8,008  km N 87° E of Cagwait (Surigao Del Sur)
2023-12-06 06:15:00,8.51,126.5,30,1.7,024  km N 48° E of Hinatuan (Surigao Del Sur)
2023-12-06 06:07:00,8.5,126.8,3,1.9,053  km N 74° E of Hinatuan (Surigao Del Sur)
2023-12-06 06:05:00,8.51,126.28,33,1.7,018  km N 22° W of Hinatuan (Surigao Del Sur)
2023-12-06 06:05:00,13.88,120.48,24,1.5,017  km N 71° W of Calatagan (Batangas)
2023-12-06 06:03:00,8.42,126.9,19,2.5,062  km N 84° E of Hinatuan (Surigao Del Sur)
2023-12-06 06:02:00,8.48,126.29,31,1.5,014  km N 24° W of Hinatuan (Surigao Del Sur)
2023-12-06 06:01:00,7.36,126.32,33,1.8,023  km N 77° E of Maragusan (Davao De Oro)
2023-12-06 05:58:00,8.88,126.59,17,2.8,034  km N 75° E of Marihatag (Surigao Del Sur)
2023-12-06 05:52:00,8.51,126.82,8,4.4,056  km N 73° E of Hinatuan (Surigao Del Sur)
2023-12-06 05:46:00,8.44,126.41,29,2.5,012  km N 45° E of Hinatuan (Surigao Del Sur)
2023-12-06 05:44:00,13.89,120.58,94,1.7,008  km N 41° W of Calatagan (Batangas)
2023-12-06 05:41:00,8.23,126.28,18,1.6,005  km N 71° W of City Of Bislig (Surigao Del Sur)
2023-12-06 05:38:00,8.54,126.28,18,2.3,020  km N 17° W of Hinatuan (Surigao Del Sur)
2023-12-06 05:37:00,9.09,126.98,7,1.8,077  km N 76° E of Cagwait (Surigao Del Sur)
2023-12-06 05:34:00,8.32,127.29,1,3.0,105  km S 87° E of Hinatuan (Surigao Del Sur)
2023-12-06 05:33:00,6.22,125.25,15,2.3,014  km N 22° W of Alabel (Sarangani)
2023-12-06 05:32:00,8.4,126.26,27,2.2,009  km N 64° W of Hinatuan (Surigao Del Sur)
2023-12-06 05:29:00,9.12,126.74,20,2.2,053  km N 66° E of Cagwait (Surigao Del Sur)
2023-12-06 05:21:00,9.16,127.0,1,2.6,081  km N 71° E of Cagwait (Surigao Del Sur)
2023-12-06 05:13:00,8.52,126.26,27,1.8,013  km N 59° E of Tagbina (Surigao Del Sur)
2023-12-06 05:11:00,8.52,126.96,1,2.4,071  km N 76° E of Hinatuan (Surigao Del Sur)
2023-12-06 05:10:00,8.19,126.51,33,2.0,020  km N 34° E of Lingig (Surigao Del Sur)
2023-12-06 05:10:00,13.9,120.44,64,2.3,022  km N 70° W of Calatagan (Batangas)
2023-12-06 05:07:00,9.24,126.48,9,3.7,041  km N 28° E of Cagwait (Surigao Del Sur)
2023-12-06 05:00:00,13.85,120.48,59,1.4,017  km N 85° W of Calatagan (Batangas)
2023-12-06 04:52:00,9.07,126.78,18,3.5,055  km N 73° E of Cagwait (Surigao Del Sur)
2023-12-06 04:45:00,8.33,126.33,70,1.8,004  km S 11° W of Hinatuan (Surigao Del Sur)
2023-12-06 04:38:00,8.94,126.63,12,3.1,036  km N 86° E of Cagwait (Surigao Del Sur)
2023-12-06 04:29:00,8.84,126.96,28,4.2,073  km S 83° E of Cagwait (Surigao Del Sur)
2023-12-06 04:27:00,8.43,126.8,4,3.2,051  km N 87° E of Hinatuan (Surigao Del Sur)
2023-12-06 04:23:00,8.36,126.66,23,4.1,036  km S 89° E of Hinatuan (Surigao Del Sur)
2023-12-06 04:17:00,8.82,125.78,22,2.1,009  km N 89° E of Sibagat (Agusan Del Sur)
2023-12-06 04:16:00,9.1,126.01,6,1.8,014  km S 03° W of Carmen (Surigao Del Sur)
2023-12-06 04:10:00,8.33,126.58,28,1.8,027  km S 82° E of Hinatuan (Surigao Del Sur)
2023-12-06 04:08:00,9.26,126.47,19,2.6,031  km S 87° E of Cortes (Surigao Del Sur)
2023-12-06 04:07:00,16.44,122.15,33,2.0,008  km N 50° W of Dilasag (Aurora)
2023-12-06 04:02:00,13.42,124.41,12,3.1,025  km S 30° E of Bato (Catanduanes)
2023-12-06 04:00:00,8.97,126.97,22,2.3,074  km N 86° E of Cagwait (Surigao Del Sur)
2023-12-06 03:51:00,8.72,127.18,1,3.8,094  km N 76° E of Hinatuan (Surigao Del Sur)
